! new fit to the SHMS extended target, global fit
!  -0.000739206302  -0.00142606959   0.00110779242               0 00000
 ---------------------------------------------
      0.282246121   -0.0469480361    0.0312875096     0.667153399 10000
      -1.43030847     0.101807209   -0.0448589125    -0.265706749 01000
    0.00400988979    -0.766855741     0.321342715  -0.00128007291 00100
      -0.06969626      1.47823145     -2.03555322   -0.0894340584 00010
      -0.67099857     0.236646041    -0.142675235     -1.95819072 20000
       4.05496381     -1.33055561     0.751105261      14.5254699 11000
      -3.52128932    -0.386577038    -0.303562288     -14.7683128 02000
    -0.0974816105      4.41629926     -1.05634266     -0.67421213 10100
      0.382838075     -2.29087664      0.95275118       1.6860641 01100
    -0.0348434919   -0.0891321676   -0.0553536647     -1.06471281 00200
     -0.227822111     -46.1514904       9.6651466     -0.38616236 10010
       1.36927671       27.093834     -6.71293752      2.63422556 01010
      0.513381872     0.405073944     0.688529004      1.82692667 00110
      -2.34561446      6.03171286     -4.81332457      2.16863555 00020
       3.95760448     -1.28744695     0.348734758      6.95241266 30000
      -35.7500579      6.68515541     -1.83340624     -71.1762972 21000
       92.9418661     -12.3608732      1.88077362      218.345425 12000
       -59.770613      2.08178929      6.89323903     -149.452012 03000
         1.847713     -26.6847016      4.77827008    -0.131920908 20100
      -11.2600744       174.99879     -30.1506168      31.2372059 11100
       13.3300635     -251.173735       38.255751     -101.143387 02100
       1.06796523     -5.16825258      1.21496022      10.8913494 10200
      -4.69591385      7.02349966     0.630843039    -0.267031569 01200
     -0.188438198      1.89159532     -1.45393331    -0.170683087 00300
      -8.23928972      256.368629     -48.8866924     -16.8303129 20010
       46.8985178     -1736.87768      325.826611     -67.3108236 11010
       -49.558746      2650.36525     -474.929386      322.020556 02010
      -13.8381052      60.1771639     -12.7427167     -182.352086 10110
       64.3803426      -137.19661      15.2820434      240.872342 01110
       5.54988061     -4.40749901      19.9462604     -5.74748554 00210
        67.889336     -82.2608201      9.73933582      460.460434 10020
      -370.037076      293.426386     -25.5182471      -1535.5001 01020
      -47.3503548     -170.086635     -114.720021      3.60570705 00120
       145.020266      879.796872      303.362974      60.5709952 00030
       -14.250846     -7.68823397     0.771964563     -14.2826759 40000
       150.404348      113.614785      -12.205382      186.845598 31000
      -414.634273     -623.792883      76.6060213     -800.174844 22000
      -72.5498221      1399.25804      -167.34086      1214.13639 13000
       950.442376     -793.526821      60.0867842     -234.780373 04000
      -13.1836255      47.4609717     -6.96612987      15.1818966 30100
       123.686051     -455.464347      61.4887826     -283.774899 21100
      -305.055008      655.601293     -23.3154409      1247.01195 12100
       160.389874      1023.61863     -272.300867     -1071.09369 03100
      -7.08646959     -11.4825248      7.13467474     -28.4648732 20200
